"type","time","moi_type","moi_res","moi_wt","init_wt","init_mut","c_pop","v_prog","p2pfu","wt_rep_abil","time_to_pocap","bg_mut_rate","uninf_cells","surv_pfu","tot_pfu","pop_prop","imm_delay","imm_m","imm_sd","id","seed","fold_strin"
"susceptible",6,0.0000269971590485908,0,0.0000269971590485908,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37014,1,"1","1",9.3725661950089,-1.42421792769631,0.45971955810273,"4","886125",1
"resistant",7,0,0,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37039,0,"0","NaN",9.3725661950089,-1.42421792769631,0.45971955810273,"4","886125",1
"susceptible",7,0,0,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37039,0,"0","NaN",9.3725661950089,-1.42421792769631,0.45971955810273,"4","886125",1
"resistant",0,0,0,1,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13565,0,"37040.9344998172","0",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",0,1,0,1,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13565,37040.9344998172,"37040.9344998172","1",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",1,0.00245674147342177,0.00245674147342177,128.793834832206,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13565,91,"4770735","1.90746289617847e-05",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",1,128.793834832206,0.00245674147342177,128.793834832206,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13565,4770644,"4770735","0.999980925371038",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",2,0.00777518180599416,0.00777518180599416,203.078110786787,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,288,"7522491","3.82851903711151e-05",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",2,203.078110786787,0.00777518180599416,203.078110786787,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,7522203,"7522491","0.999961714809629",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",3,0,0,0.0974327470063643,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,0,"3609","0",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",3,0.0974327470063643,0,0.0974327470063643,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,3609,"3609","1",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",4,0,0,0.00855809941840329,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,33621,0,"317","0",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",4,0.00855809941840329,0,0.00855809941840329,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,33621,317,"317","1",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",5,0,0,0.000863909089554906,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,36724,0,"32","0",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",5,0.000863909089554906,0,0.000863909089554906,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,36724,32,"32","1",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",6,0,0,0.000107988636194363,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37008,0,"4","0",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",6,0.000107988636194363,0,0.000107988636194363,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37008,4,"4","1",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",7,0,0,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37036,0,"0","NaN",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"susceptible",7,0,0,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37036,0,"0","NaN",9.3725661950089,-1.42421792769631,0.45971955810273,"5","456482",1
"resistant",0,0,0,1,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13657,0,"37040.9344998172","0",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
"susceptible",0,1,0,1,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13657,37040.9344998172,"37040.9344998172","1",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
"resistant",1,0.00267271874581049,0.00267271874581049,128.304997273313,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13657,99,"4752636","2.08305454068016e-05",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
"susceptible",1,128.304997273313,0.00267271874581049,128.304997273313,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13657,4752537,"4752636","0.999979169454593",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
"resistant",2,0.00791016760123711,0.00791016760123711,203.244170312095,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,293,"7528647","3.89180154149876e-05",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
"susceptible",2,203.244170312095,0.00791016760123711,203.244170312095,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,7528354,"7528647","0.999961081984585",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
"resistant",3,0,0,0.0946250424653108,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,0,"3505","0",9.3725661950089,-1.42421792769631,0.45971955810273,"6","166373",1
