"type","time","moi_type","moi_res","moi_wt","init_wt","init_mut","c_pop","v_prog","p2pfu","wt_rep_abil","time_to_pocap","bg_mut_rate","uninf_cells","surv_pfu","tot_pfu","pop_prop","imm_delay","imm_m","imm_sd","id","seed","dom_val"
"resistant",13,47.9048658993405,47.9048658993405,1.73224571319378,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,1774441,"1838605","0.965101802725436",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",13,1.73224571319378,47.9048658993405,1.73224571319378,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,64164,"1838605","0.0348981972745641",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",14,32.500475926328,32.500475926328,1.18255655780542,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,1203848,"1247651","0.964891624340461",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",14,1.18255655780542,32.500475926328,1.18255655780542,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,43803,"1247651","0.0351083756595394",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",15,22.0383208745457,22.0383208745457,0.795957240229603,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,816320,"845803","0.965142001151568",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",15,0.795957240229603,22.0383208745457,0.795957240229603,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,29483,"845803","0.0348579988484316",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",16,14.9353953260205,14.9353953260205,0.541509016196635,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,553221,"573279","0.965011800536911",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",16,0.541509016196635,14.9353953260205,0.541509016196635,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,20058,"573279","0.0349881994630887",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",17,10.158086049418,10.158086049418,0.36802527215039,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,376265,"389897","0.965036920007079",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",17,0.36802527215039,10.158086049418,0.36802527215039,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,13632,"389897","0.0349630799929212",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",18,6.88208878750772,6.88208878750772,0.249183778018493,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,254919,"264149","0.965057600066629",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",18,0.249183778018493,6.88208878750772,0.249183778018493,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,9230,"264149","0.0349423999333709",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",19,4.64175654101946,4.64175654101946,0.165276607695473,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,32,171935,"178057","0.965617751618864",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",19,0.165276607695473,4.64175654101946,0.165276607695473,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,32,6122,"178057","0.0343822483811364",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",20,3.1083719013776,3.1083719013776,0.110796340735417,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,313,115137,"119241","0.965582308098724",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",20,0.110796340735417,3.1083719013776,0.110796340735417,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,313,4104,"119241","0.0344176919012756",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",21,2.05059621269476,2.05059621269476,0.0634973180822856,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1444,75956,"78308","0.969964754558921",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",21,0.0634973180822856,2.05059621269476,0.0634973180822856,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1444,2352,"78308","0.0300352454410788",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",22,1.26705766562751,1.26705766562751,0.0286169885915063,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,4513,46933,"47993","0.977913445710833",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",22,0.0286169885915063,1.26705766562751,0.0286169885915063,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,4513,1060,"47993","0.0220865542891672",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",23,0.731137061353937,0.731137061353937,0.00801815623743147,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,10086,27082,"27379","0.989152269987947",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",23,0.00801815623743147,0.731137061353937,0.00801815623743147,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,10086,297,"27379","0.010847730012053",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",24,0.359656152845327,0.359656152845327,0.00134985795242954,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,17763,13322,"13372","0.996260843553694",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",24,0.00134985795242954,0.359656152845327,0.00134985795242954,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,17763,50,"13372","0.00373915644630571",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",25,0.142841968526094,0.142841968526094,0.0000269971590485908,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,25830,5291,"5292","0.999811035525321",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",25,0.0000269971590485908,0.142841968526094,0.0000269971590485908,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,25830,1,"5292","0.00018896447467876",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",26,0.0416296192529271,0.0416296192529271,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,32124,1542,"1542","1",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",26,0,0.0416296192529271,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,32124,0,"1542","0",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",27,0.00796416191933429,0.00796416191933429,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,35529,295,"295","1",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",27,0,0.00796416191933429,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,35529,0,"295","0",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",28,0.000944900566700679,0.000944900566700679,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,36747,35,"35","1",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",28,0,0.000944900566700679,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,36747,0,"35","0",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",29,0.0000269971590485908,0.0000269971590485908,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37005,1,"1","1",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",29,0,0.0000269971590485908,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37005,0,"1","0",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",30,0,0,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37039,0,"0","NaN",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"susceptible",30,0,0,0,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,37039,0,"0","NaN",9.3725661950089,-1.42421792769631,0.45971955810273,"1","720904",0
"resistant",0,0,0,1,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13633,0,"37040.9344998172","0",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",0,1,0,1,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13633,37040.9344998172,"37040.9344998172","1",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",1,0.00259172726866472,0.00259172726866472,128.357209778913,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13633,96,"4754567","2.01911130918967e-05",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",1,128.357209778913,0.00259172726866472,128.357209778913,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,13633,4754471,"4754567","0.999979808886908",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",2,0.00728923294311952,0.00728923294311952,203.086047951547,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,270,"7522767","3.58910491312572e-05",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",2,203.086047951547,0.00728923294311952,203.086047951547,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,7522497,"7522767","0.999964108950869",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",3,0.0000809914771457725,0.0000809914771457725,0.123485005488254,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,3,3,"4577","0.000655451168887918",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",3,0.123485005488254,0.0000809914771457725,0.123485005488254,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,3,4574,"4577","0.999344548831112",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",4,0.0166572471329805,0.0166572471329805,0.0121487215718659,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,32728,617,"1067","0.57825679475164",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",4,0.0121487215718659,0.0166572471329805,0.0121487215718659,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,32728,450,"1067","0.42174320524836",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",5,3.33655188965629,3.33655188965629,0.0258902755275986,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,35989,123589,"124548","0.992300157369046",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",5,0.0258902755275986,3.33655188965629,0.0258902755275986,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,35989,959,"124548","0.00769984263095353",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",6,194.374118720885,194.374118720885,1.33703430188146,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1336,7199799,"7249324","0.99316832852277",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",6,1.33703430188146,194.374118720885,1.33703430188146,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1336,49525,"7249324","0.00683167147723015",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",7,201.836160479075,201.836160479075,1.39696799496933,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,7476200,"7527945","0.993126278154264",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",7,1.39696799496933,201.836160479075,1.39696799496933,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,51745,"7527945","0.00687372184573612",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",8,201.738727732068,201.738727732068,1.39497020519974,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,7472591,"7524262","0.993132748434332",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",8,1.39497020519974,201.738727732068,1.39497020519974,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,51671,"7524262","0.0068672515656685",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",9,201.733706260485,201.733706260485,1.39999167678277,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,7472405,"7524262","0.993108028401988",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",9,1.39999167678277,201.733706260485,1.39999167678277,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,51857,"7524262","0.00689197159801187",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",10,184.149808640321,184.149808640321,1.28393089003288,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,6821081,"6868639","0.993076066452175",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",10,1.28393089003288,184.149808640321,1.28393089003288,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,47558,"6868639","0.00692393354782512",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",11,158.89636909752,158.89636909752,1.11714244143069,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,5885670,"5927050","0.993018449312896",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",11,1.11714244143069,158.89636909752,1.11714244143069,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,41380,"5927050","0.00698155068710404",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",12,137.231337941139,137.231337941139,0.967713166096738,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,5083177,"5119022","0.992997685886093",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",12,0.967713166096738,137.231337941139,0.967713166096738,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,35845,"5119022","0.00700231411390691",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",13,118.499305140956,118.499305140956,0.843310257200832,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,4389325,"4420562","0.992933703904617",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",13,0.843310257200832,118.499305140956,0.843310257200832,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,31237,"4420562","0.00706629609538335",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",14,102.286188271484,102.286188271484,0.724603748864178,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,3788776,"3815616","0.992965749173921",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",14,0.724603748864178,102.286188271484,0.724603748864178,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,26840,"3815616","0.00703425082607893",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",15,88.3632404041035,88.3632404041035,0.627440973448299,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,3273057,"3296298","0.992949363194711",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",15,0.627440973448299,88.3632404041035,0.627440973448299,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,23241,"3296298","0.00705063680528884",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",16,76.3879755791249,76.3879755791249,0.537432445180298,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,3,2829482,"2849389","0.993013589931034",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",16,0.537432445180298,76.3879755791249,0.537432445180298,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,3,19907,"2849389","0.00698641006896566",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",17,66.0581066066807,66.0581066066807,0.464486121431005,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,2446854,"2464059","0.993017618490466",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",17,0.464486121431005,66.0581066066807,0.464486121431005,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,17205,"2464059","0.00698238150953366",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",18,56.8507255131587,56.8507255131587,0.408224041973742,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,2105804,"2120925","0.992870563551281",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",18,0.408224041973742,56.8507255131587,0.408224041973742,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,15121,"2120925","0.00712943644871931",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",19,49.1006510650798,49.1006510650798,0.350666098882146,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,1818734,"1831723","0.992908862311605",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",19,0.350666098882146,49.1006510650798,0.350666098882146,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,12989,"1831723","0.00709113768839502",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",20,42.4162354761258,42.4162354761258,0.301639258049905,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,1571137,"1582310","0.992938804659011",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",20,0.301639258049905,42.4162354761258,0.301639258049905,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,11173,"1582310","0.00706119534098881",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",21,36.5845791500397,36.5845791500397,0.257255928574022,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,1355127,"1364656","0.993017287873281",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",21,0.257255928574022,36.5845791500397,0.257255928574022,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,9529,"1364656","0.00698271212671911",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",22,31.6273878026965,31.6273878026965,0.221808658743222,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,1171508,"1179724","0.993035659188081",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",22,0.221808658743222,31.6273878026965,0.221808658743222,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,8216,"1179724","0.00696434081191872",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",23,27.2828699828021,27.2828699828021,0.190518951405905,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,1010583,"1017640","0.99306532762077",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",23,0.190518951405905,27.2828699828021,0.190518951405905,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,1,7057,"1017640","0.00693467237923038",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",24,23.5985676874409,23.5985676874409,0.165681565081202,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,3,874113,"880250","0.993028117012212",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"susceptible",24,0.165681565081202,23.5985676874409,0.165681565081202,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,3,6137,"880250","0.00697188298778756",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
"resistant",25,20.3916021612178,20.3916021612178,0.140574207166012,1,0,37040.9344998172,203.17081752289,1,0.000465842377578656,"3",50000,2,755324,"760531","0.993153467774489",9.3725661950089,-1.42421792769631,0.45971955810273,"2","875773",0.0300150075037519
