"","type","time","moi_type","moi_res","moi_wt","init_wt","init_mut","c_pop","subunits","v_prog","p2pfu","bg_mut_rate","wt_rep_abil","uninf_cells","surv_pfu","tot_pfu","pop_prop","check_sums"
"80","susceptible",1,0.00344859643789032,4.35657371907178,0.00344859643789032,0.00544540261615582,0.0217816104646233,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927332,10000.9296698819,"12644064.7149781","0.000790958437442581",0.999999999999998
"81","resistant",0,0.0245043117727012,0.0245043117727012,0.00272270130807791,0.00272270130807791,0.0245043117727012,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927331,71062.5041408335,"78958.3379342595","0.9",0.999999999999998
"82","susceptible",0,0.00272270130807791,0.0245043117727012,0.00272270130807791,0.00272270130807791,0.0245043117727012,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927331,7895.83379342595,"78958.3379342595","0.1",0.999999999999998
"83","resistant",1,4.90622060995294,4.90622060995294,0.00195835194992735,0.00272270130807791,0.0245043117727012,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927331,14228039.7688635,"14233718.9895183","0.999601002334037",0.999999999999998
"84","susceptible",1,0.00195835194992735,4.90622060995294,0.00195835194992735,0.00272270130807791,0.0245043117727012,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927331,5679.22065478933,"14233718.9895183","0.00039899766596288",0.999999999999998
"85","resistant",0,0.0272270130807791,0.0272270130807791,0,0,0.0272270130807791,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927329,78958.3379342595,"78958.3379342595","1",0.999999999999998
"86","susceptible",0,0,0.0272270130807791,0,0,0.0272270130807791,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927329,0,"78958.3379342595","0",0.999999999999998
"87","resistant",1,5.45699881676184,5.45699881676184,0.00010914215917842,0,0.0272270130807791,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927329,15825296.5686093,"15825613.080871","0.99998",0.999999999999998
"88","susceptible",1,0.00010914215917842,5.45699881676184,0.00010914215917842,0,0.0272270130807791,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2822106.85927329,316.512261617419,"15825613.080871","2e-05",0.999999999999998
"89","resistant",0,0,0,0.0741310241300917,0.0741310241300917,0,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2692795.03347621,0,"214979.969977266","0",0.999999999999979
"90","susceptible",0,0.0741310241300917,0,0.0741310241300917,0.0741310241300917,0,2900000,"60",203.17081752289,1,50000,0.000465842377578656,2692795.03347621,214979.969977266,"214979.969977266","1",0.999999999999979
