"","time","nu","id","tot_pfu"
"1",3,0.01,12,1
"2",3,0.01,26,1
"3",3,0.01,28,1
"4",3,0.01,43,1
"5",3,0.01,45,1
"6",3,0.01,46,1
"7",3,0.01,50,2
"8",3,0.01,51,2
"9",3,0.01,57,2
"10",3,0.01,85,2
"11",3,0.01,89,1
"12",3,0.01,90,1
"13",3,0.01123324,16,2
"14",3,0.01123324,17,1
"15",3,0.01123324,21,1
"16",3,0.01123324,23,1
"17",3,0.01123324,27,2
"18",3,0.01123324,33,2
"19",3,0.01123324,35,1
"20",3,0.01123324,37,1
"21",3,0.01123324,4,1
"22",3,0.01123324,5,1
"23",3,0.01123324,55,2
"24",3,0.01123324,58,1
"25",3,0.01123324,6,2
"26",3,0.01123324,69,2
"27",3,0.01123324,83,1
"28",3,0.01123324,85,1
"29",3,0.01123324,9,1
"30",3,0.01123324,94,1
"31",3,0.01261857,1,1
"32",3,0.01261857,10,1
"33",3,0.01261857,12,1
"34",3,0.01261857,17,1
"35",3,0.01261857,19,2
"36",3,0.01261857,2,1
"37",3,0.01261857,21,1
"38",3,0.01261857,22,1
"39",3,0.01261857,25,1
"40",3,0.01261857,27,2
"41",3,0.01261857,33,2
"42",3,0.01261857,39,1
"43",3,0.01261857,41,1
"44",3,0.01261857,42,1
"45",3,0.01261857,43,4
"46",3,0.01261857,47,1
"47",3,0.01261857,48,1
"48",3,0.01261857,5,2
"49",3,0.01261857,51,1
"50",3,0.01261857,55,2
"51",3,0.01261857,60,1
"52",3,0.01261857,63,1
"53",3,0.01261857,64,1
"54",3,0.01261857,66,1
"55",3,0.01261857,74,1
"56",3,0.01261857,80,2
"57",3,0.01261857,83,1
"58",3,0.01261857,85,2
"59",3,0.01261857,88,1
"60",3,0.01261857,96,1
"61",3,0.01261857,97,2
"62",3,0.01417474,10,1
"63",3,0.01417474,100,1
"64",3,0.01417474,15,1
"65",3,0.01417474,16,2
"66",3,0.01417474,20,1
"67",3,0.01417474,21,2
"68",3,0.01417474,23,1
"69",3,0.01417474,28,1
"70",3,0.01417474,31,1
"71",3,0.01417474,32,1
"72",3,0.01417474,39,1
"73",3,0.01417474,4,1
"74",3,0.01417474,45,1
"75",3,0.01417474,46,1
"76",3,0.01417474,47,1
"77",3,0.01417474,52,1
"78",3,0.01417474,57,1
"79",3,0.01417474,59,1
"80",3,0.01417474,60,1
"81",3,0.01417474,62,1
"82",3,0.01417474,64,1
"83",3,0.01417474,66,1
"84",3,0.01417474,69,1
"85",3,0.01417474,70,1
"86",3,0.01417474,71,2
"87",3,0.01417474,73,1
"88",3,0.01417474,8,1
"89",3,0.01417474,84,1
"90",3,0.01417474,87,1
"91",3,0.01417474,89,1
"92",3,0.01417474,95,1
"93",3,0.01592283,10,1
"94",3,0.01592283,12,1
"95",3,0.01592283,17,1
"96",3,0.01592283,2,2
"97",3,0.01592283,20,1
"98",3,0.01592283,22,1
"99",3,0.01592283,24,1
"100",3,0.01592283,26,1
"101",3,0.01592283,32,2
"102",3,0.01592283,33,1
"103",3,0.01592283,36,1
"104",3,0.01592283,38,1
"105",3,0.01592283,4,1
"106",3,0.01592283,43,2
"107",3,0.01592283,44,1
"108",3,0.01592283,45,2
"109",3,0.01592283,46,1
"110",3,0.01592283,49,1
"111",3,0.01592283,53,1
"112",3,0.01592283,54,1
"113",3,0.01592283,55,1
"114",3,0.01592283,57,1
"115",3,0.01592283,59,1
"116",3,0.01592283,60,2
"117",3,0.01592283,70,1
"118",3,0.01592283,8,1
"119",3,0.01592283,80,2
"120",3,0.01592283,83,1
"121",3,0.01592283,85,2
"122",3,0.01592283,88,1
"123",3,0.01592283,89,2
"124",3,0.01592283,9,1
"125",3,0.01592283,90,1
"126",3,0.01592283,92,2
"127",3,0.01592283,95,1
"128",3,0.01592283,98,1
"129",3,0.0178865,100,2
"130",3,0.0178865,13,1
"131",3,0.0178865,14,1
"132",3,0.0178865,27,1
"133",3,0.0178865,32,1
"134",3,0.0178865,34,1
"135",3,0.0178865,35,1
"136",3,0.0178865,39,1
"137",3,0.0178865,40,2
"138",3,0.0178865,41,2
"139",3,0.0178865,47,2
"140",3,0.0178865,48,1
"141",3,0.0178865,52,1
"142",3,0.0178865,58,1
"143",3,0.0178865,62,2
"144",3,0.0178865,65,1
"145",3,0.0178865,66,2
"146",3,0.0178865,67,1
"147",3,0.0178865,68,1
"148",3,0.0178865,72,1
"149",3,0.0178865,78,2
"150",3,0.0178865,80,2
"151",3,0.0178865,84,1
"152",3,0.0178865,87,1
"153",3,0.0178865,89,1
"154",3,0.0178865,9,1
"155",3,0.0178865,94,1
"156",3,0.02009233,10,1
"157",3,0.02009233,100,2
"158",3,0.02009233,12,3
"159",3,0.02009233,14,2
"160",3,0.02009233,16,1
"161",3,0.02009233,19,2
"162",3,0.02009233,20,2
"163",3,0.02009233,25,2
"164",3,0.02009233,27,1
"165",3,0.02009233,3,1
"166",3,0.02009233,34,1
"167",3,0.02009233,35,1
"168",3,0.02009233,36,1
"169",3,0.02009233,37,1
"170",3,0.02009233,39,1
"171",3,0.02009233,41,1
"172",3,0.02009233,48,1
"173",3,0.02009233,49,1
"174",3,0.02009233,51,1
"175",3,0.02009233,55,1
"176",3,0.02009233,57,1
"177",3,0.02009233,58,1
"178",3,0.02009233,59,1
"179",3,0.02009233,6,2
"180",3,0.02009233,62,2
"181",3,0.02009233,65,1
"182",3,0.02009233,66,1
"183",3,0.02009233,69,1
"184",3,0.02009233,70,1
"185",3,0.02009233,72,1
"186",3,0.02009233,73,2
"187",3,0.02009233,76,1
"188",3,0.02009233,78,1
"189",3,0.02009233,8,1
"190",3,0.02009233,84,1
"191",3,0.02009233,85,2
"192",3,0.02009233,88,1
"193",3,0.02009233,89,3
"194",3,0.02009233,9,1
"195",3,0.02009233,90,1
"196",3,0.02009233,97,2
"197",3,0.02009233,98,2
"198",3,0.0225702,10,1
"199",3,0.0225702,14,2
"200",3,0.0225702,15,1
"201",3,0.0225702,17,1
"202",3,0.0225702,18,2
"203",3,0.0225702,19,1
"204",3,0.0225702,22,1
"205",3,0.0225702,24,1
"206",3,0.0225702,27,1
"207",3,0.0225702,3,1
"208",3,0.0225702,31,5
"209",3,0.0225702,33,1
"210",3,0.0225702,36,1
"211",3,0.0225702,38,1
"212",3,0.0225702,39,1
"213",3,0.0225702,41,1
"214",3,0.0225702,42,1
"215",3,0.0225702,46,2
"216",3,0.0225702,48,1
"217",3,0.0225702,49,1
"218",3,0.0225702,50,2
"219",3,0.0225702,52,2
"220",3,0.0225702,57,1
"221",3,0.0225702,6,1
"222",3,0.0225702,62,1
"223",3,0.0225702,63,4
"224",3,0.0225702,64,1
"225",3,0.0225702,65,1
"226",3,0.0225702,66,2
"227",3,0.0225702,67,1
"228",3,0.0225702,68,1
"229",3,0.0225702,70,2
"230",3,0.0225702,76,4
"231",3,0.0225702,8,1
"232",3,0.0225702,80,1
"233",3,0.0225702,88,1
"234",3,0.0225702,89,3
"235",3,0.0225702,9,2
"236",3,0.0225702,94,2
"237",3,0.0225702,95,1
"238",3,0.0225702,96,1
"239",3,0.02535364,1,1
"240",3,0.02535364,10,2
"241",3,0.02535364,14,2
"242",3,0.02535364,15,1
"243",3,0.02535364,19,1
"244",3,0.02535364,2,2
"245",3,0.02535364,21,1
"246",3,0.02535364,24,1
"247",3,0.02535364,25,1
"248",3,0.02535364,26,2
"249",3,0.02535364,27,1
"250",3,0.02535364,32,1
"251",3,0.02535364,34,1
