"","type","time","moi_type","moi_res","moi_wt","init_wt","init_mut","c_pop","v_prog","p2pfu","wt_rep_abil","time_to_pocap","bg_mut_rate","uninf_cells","surv_pfu","tot_pfu","pop_prop","imm_delay","imm_m","imm_sd","id","seed","nu"
"28","susceptible",1,0.082,0,0.082,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,41,41,1,9,-1.6,0.5,12,6487,0.01
"29","resistant",2,0,0,0.008,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,459,0,4,0,9,-1.6,0.5,12,6487,0.01
"30","susceptible",2,0.008,0,0.008,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,459,4,4,1,9,-1.6,0.5,12,6487,0.01
"31","resistant",3,0,0,0.002,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,0,1,0,9,-1.6,0.5,12,6487,0.01
"32","susceptible",3,0.002,0,0.002,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,1,1,1,9,-1.6,0.5,12,6487,0.01
"33","resistant",0,0,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,5000,0,9,-1.6,0.5,13,4556,0.01
"34","susceptible",0,10,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,5000,5000,1,9,-1.6,0.5,13,4556,0.01
"35","resistant",1,0,0,0.09,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,45,0,9,-1.6,0.5,13,4556,0.01
"36","susceptible",1,0.09,0,0.09,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,45,45,1,9,-1.6,0.5,13,4556,0.01
"37","resistant",2,0,0,0.018,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,450,0,9,0,9,-1.6,0.5,13,4556,0.01
"38","susceptible",2,0.018,0,0.018,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,450,9,9,1,9,-1.6,0.5,13,4556,0.01
"39","resistant",3,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,491,0,0,NA,9,-1.6,0.5,13,4556,0.01
"40","susceptible",3,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,491,0,0,NA,9,-1.6,0.5,13,4556,0.01
"41","resistant",0,0,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,5000,0,9,-1.6,0.5,14,3360,0.01
"42","susceptible",0,10,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,5000,5000,1,9,-1.6,0.5,14,3360,0.01
"43","resistant",1,0,0,0.11,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,55,0,9,-1.6,0.5,14,3360,0.01
"44","susceptible",1,0.11,0,0.11,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,55,55,1,9,-1.6,0.5,14,3360,0.01
"45","resistant",2,0,0,0.008,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,445,0,4,0,9,-1.6,0.5,14,3360,0.01
"46","susceptible",2,0.008,0,0.008,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,445,4,4,1,9,-1.6,0.5,14,3360,0.01
"47","resistant",3,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,491,0,0,NA,9,-1.6,0.5,14,3360,0.01
"48","susceptible",3,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,491,0,0,NA,9,-1.6,0.5,14,3360,0.01
"49","resistant",0,0,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,5000,0,9,-1.6,0.5,15,4277,0.01
"50","susceptible",0,10,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,5000,5000,1,9,-1.6,0.5,15,4277,0.01
"51","resistant",1,0,0,0.11,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,55,0,9,-1.6,0.5,15,4277,0.01
"52","susceptible",1,0.11,0,0.11,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,55,55,1,9,-1.6,0.5,15,4277,0.01
"53","resistant",2,0,0,0.006,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,434,0,3,0,9,-1.6,0.5,15,4277,0.01
"54","susceptible",2,0.006,0,0.006,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,434,3,3,1,9,-1.6,0.5,15,4277,0.01
"55","resistant",3,0,0,0.002,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,0,1,0,9,-1.6,0.5,15,4277,0.01
"56","susceptible",3,0.002,0,0.002,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,1,1,1,9,-1.6,0.5,15,4277,0.01
"57","resistant",4,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,0,0,NA,9,-1.6,0.5,15,4277,0.01
"58","susceptible",4,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,0,0,NA,9,-1.6,0.5,15,4277,0.01
"59","resistant",0,0,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,5000,0,9,-1.6,0.5,16,393,0.01
"60","susceptible",0,10,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,5000,5000,1,9,-1.6,0.5,16,393,0.01
"61","resistant",1,0,0,0.082,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,41,0,9,-1.6,0.5,16,393,0.01
"62","susceptible",1,0.082,0,0.082,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,41,41,1,9,-1.6,0.5,16,393,0.01
"63","resistant",2,0,0,0.012,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,459,0,6,0,9,-1.6,0.5,16,393,0.01
"64","susceptible",2,0.012,0,0.012,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,459,6,6,1,9,-1.6,0.5,16,393,0.01
"65","resistant",3,0,0,0.004,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,493,0,2,0,9,-1.6,0.5,16,393,0.01
"66","susceptible",3,0.004,0,0.004,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,493,2,2,1,9,-1.6,0.5,16,393,0.01
"67","resistant",4,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,498,0,0,NA,9,-1.6,0.5,16,393,0.01
"68","susceptible",4,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,498,0,0,NA,9,-1.6,0.5,16,393,0.01
"69","resistant",0,0,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,5000,0,9,-1.6,0.5,17,8589,0.01
"70","susceptible",0,10,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,5000,5000,1,9,-1.6,0.5,17,8589,0.01
"71","resistant",1,0,0,0.076,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,38,0,9,-1.6,0.5,17,8589,0.01
"72","susceptible",1,0.076,0,0.076,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,38,38,1,9,-1.6,0.5,17,8589,0.01
"73","resistant",2,0,0,0.004,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,472,0,2,0,9,-1.6,0.5,17,8589,0.01
"74","susceptible",2,0.004,0,0.004,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,472,2,2,1,9,-1.6,0.5,17,8589,0.01
"75","resistant",3,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,0,0,NA,9,-1.6,0.5,17,8589,0.01
"76","susceptible",3,0,0,0,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,496,0,0,NA,9,-1.6,0.5,17,8589,0.01
"77","resistant",0,0,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,5000,0,9,-1.6,0.5,18,8957,0.01
"78","susceptible",0,10,0,10,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,5000,5000,1,9,-1.6,0.5,18,8957,0.01
"79","resistant",1,0,0,0.098,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,0,49,0,9,-1.6,0.5,18,8957,0.01
"80","susceptible",1,0.098,0,0.098,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,0,49,49,1,9,-1.6,0.5,18,8957,0.01
"81","resistant",2,0,0,0.012,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,446,0,6,0,9,-1.6,0.5,18,8957,0.01
"82","susceptible",2,0.012,0,0.012,10,0,500,5890.53018340631,29.0045596980904,0.000465842377578656,0,50000,446,6,6,1,9,-1.6,0.5,18,8957,0.01
