"","time","nu","id","tot_pfu"
"1",0,0.01,1,500
"2",0,0.01,10,500
"3",0,0.01,100,500
"4",0,0.01,11,500
"5",0,0.01,12,500
"6",0,0.01,13,500
"7",0,0.01,14,500
"8",0,0.01,15,500
"9",0,0.01,16,500
"10",0,0.01,17,500
"11",0,0.01,18,500
"12",0,0.01,19,500
"13",0,0.01,2,500
"14",0,0.01,20,500
"15",0,0.01,21,500
"16",0,0.01,22,500
"17",0,0.01,23,500
"18",0,0.01,24,500
"19",0,0.01,25,500
"20",0,0.01,26,500
"21",0,0.01,27,500
"22",0,0.01,28,500
"23",0,0.01,29,500
"24",0,0.01,3,500
"25",0,0.01,30,500
"26",0,0.01,31,500
"27",0,0.01,32,500
"28",0,0.01,33,500
"29",0,0.01,34,500
"30",0,0.01,35,500
"31",0,0.01,36,500
"32",0,0.01,37,500
"33",0,0.01,38,500
"34",0,0.01,39,500
"35",0,0.01,4,500
"36",0,0.01,40,500
"37",0,0.01,41,500
"38",0,0.01,42,500
"39",0,0.01,43,500
"40",0,0.01,44,500
"41",0,0.01,45,500
"42",0,0.01,46,500
"43",0,0.01,47,500
"44",0,0.01,48,500
"45",0,0.01,49,500
"46",0,0.01,5,500
"47",0,0.01,50,500
"48",0,0.01,51,500
"49",0,0.01,52,500
"50",0,0.01,53,500
"51",0,0.01,54,500
"52",0,0.01,55,500
"53",0,0.01,56,500
"54",0,0.01,57,500
"55",0,0.01,58,500
"56",0,0.01,59,500
"57",0,0.01,6,500
"58",0,0.01,60,500
"59",0,0.01,61,500
"60",0,0.01,62,500
"61",0,0.01,63,500
"62",0,0.01,64,500
"63",0,0.01,65,500
"64",0,0.01,66,500
"65",0,0.01,67,500
"66",0,0.01,68,500
"67",0,0.01,69,500
"68",0,0.01,7,500
"69",0,0.01,70,500
"70",0,0.01,71,500
"71",0,0.01,72,500
"72",0,0.01,73,500
"73",0,0.01,74,500
"74",0,0.01,75,500
"75",0,0.01,76,500
"76",0,0.01,77,500
"77",0,0.01,78,500
"78",0,0.01,79,500
"79",0,0.01,8,500
"80",0,0.01,80,500
"81",0,0.01,81,500
"82",0,0.01,82,500
"83",0,0.01,83,500
"84",0,0.01,84,500
"85",0,0.01,85,500
"86",0,0.01,86,500
"87",0,0.01,87,500
"88",0,0.01,88,500
"89",0,0.01,89,500
"90",0,0.01,9,500
"91",0,0.01,90,500
"92",0,0.01,91,500
"93",0,0.01,92,500
"94",0,0.01,93,500
"95",0,0.01,94,500
"96",0,0.01,95,500
"97",0,0.01,96,500
"98",0,0.01,97,500
"99",0,0.01,98,500
"100",0,0.01,99,500
"101",0,0.01123324,1,561.662
"102",0,0.01123324,10,561.662
"103",0,0.01123324,100,561.662
"104",0,0.01123324,11,561.662
"105",0,0.01123324,12,561.662
"106",0,0.01123324,13,561.662
"107",0,0.01123324,14,561.662
"108",0,0.01123324,15,561.662
"109",0,0.01123324,16,561.662
"110",0,0.01123324,17,561.662
"111",0,0.01123324,18,561.662
"112",0,0.01123324,19,561.662
"113",0,0.01123324,2,561.662
"114",0,0.01123324,20,561.662
"115",0,0.01123324,21,561.662
"116",0,0.01123324,22,561.662
"117",0,0.01123324,23,561.662
"118",0,0.01123324,24,561.662
"119",0,0.01123324,25,561.662
"120",0,0.01123324,26,561.662
"121",0,0.01123324,27,561.662
"122",0,0.01123324,28,561.662
"123",0,0.01123324,29,561.662
"124",0,0.01123324,3,561.662
"125",0,0.01123324,30,561.662
"126",0,0.01123324,31,561.662
"127",0,0.01123324,32,561.662
"128",0,0.01123324,33,561.662
"129",0,0.01123324,34,561.662
"130",0,0.01123324,35,561.662
"131",0,0.01123324,36,561.662
"132",0,0.01123324,37,561.662
"133",0,0.01123324,38,561.662
"134",0,0.01123324,39,561.662
"135",0,0.01123324,4,561.662
"136",0,0.01123324,40,561.662
"137",0,0.01123324,41,561.662
"138",0,0.01123324,42,561.662
"139",0,0.01123324,43,561.662
"140",0,0.01123324,44,561.662
"141",0,0.01123324,45,561.662
"142",0,0.01123324,46,561.662
"143",0,0.01123324,47,561.662
"144",0,0.01123324,48,561.662
"145",0,0.01123324,49,561.662
"146",0,0.01123324,5,561.662
"147",0,0.01123324,50,561.662
"148",0,0.01123324,51,561.662
"149",0,0.01123324,52,561.662
"150",0,0.01123324,53,561.662
"151",0,0.01123324,54,561.662
"152",0,0.01123324,55,561.662
"153",0,0.01123324,56,561.662
"154",0,0.01123324,57,561.662
"155",0,0.01123324,58,561.662
"156",0,0.01123324,59,561.662
"157",0,0.01123324,6,561.662
"158",0,0.01123324,60,561.662
"159",0,0.01123324,61,561.662
"160",0,0.01123324,62,561.662
"161",0,0.01123324,63,561.662
"162",0,0.01123324,64,561.662
"163",0,0.01123324,65,561.662
"164",0,0.01123324,66,561.662
"165",0,0.01123324,67,561.662
"166",0,0.01123324,68,561.662
"167",0,0.01123324,69,561.662
"168",0,0.01123324,7,561.662
"169",0,0.01123324,70,561.662
"170",0,0.01123324,71,561.662
"171",0,0.01123324,72,561.662
"172",0,0.01123324,73,561.662
"173",0,0.01123324,74,561.662
"174",0,0.01123324,75,561.662
"175",0,0.01123324,76,561.662
"176",0,0.01123324,77,561.662
"177",0,0.01123324,78,561.662
"178",0,0.01123324,79,561.662
"179",0,0.01123324,8,561.662
"180",0,0.01123324,80,561.662
"181",0,0.01123324,81,561.662
"182",0,0.01123324,82,561.662
"183",0,0.01123324,83,561.662
"184",0,0.01123324,84,561.662
"185",0,0.01123324,85,561.662
"186",0,0.01123324,86,561.662
"187",0,0.01123324,87,561.662
"188",0,0.01123324,88,561.662
"189",0,0.01123324,89,561.662
"190",0,0.01123324,9,561.662
"191",0,0.01123324,90,561.662
"192",0,0.01123324,91,561.662
"193",0,0.01123324,92,561.662
"194",0,0.01123324,93,561.662
"195",0,0.01123324,94,561.662
"196",0,0.01123324,95,561.662
"197",0,0.01123324,96,561.662
"198",0,0.01123324,97,561.662
"199",0,0.01123324,98,561.662
"200",0,0.01123324,99,561.662
"201",0,0.01261857,1,630.9285
"202",0,0.01261857,10,630.9285
"203",0,0.01261857,100,630.9285
"204",0,0.01261857,11,630.9285
"205",0,0.01261857,12,630.9285
"206",0,0.01261857,13,630.9285
"207",0,0.01261857,14,630.9285
"208",0,0.01261857,15,630.9285
"209",0,0.01261857,16,630.9285
"210",0,0.01261857,17,630.9285
"211",0,0.01261857,18,630.9285
"212",0,0.01261857,19,630.9285
"213",0,0.01261857,2,630.9285
"214",0,0.01261857,20,630.9285
"215",0,0.01261857,21,630.9285
"216",0,0.01261857,22,630.9285
"217",0,0.01261857,23,630.9285
"218",0,0.01261857,24,630.9285
"219",0,0.01261857,25,630.9285
"220",0,0.01261857,26,630.9285
"221",0,0.01261857,27,630.9285
"222",0,0.01261857,28,630.9285
"223",0,0.01261857,29,630.9285
"224",0,0.01261857,3,630.9285
"225",0,0.01261857,30,630.9285
"226",0,0.01261857,31,630.9285
"227",0,0.01261857,32,630.9285
"228",0,0.01261857,33,630.9285
"229",0,0.01261857,34,630.9285
"230",0,0.01261857,35,630.9285
"231",0,0.01261857,36,630.9285
"232",0,0.01261857,37,630.9285
"233",0,0.01261857,38,630.9285
"234",0,0.01261857,39,630.9285
"235",0,0.01261857,4,630.9285
"236",0,0.01261857,40,630.9285
"237",0,0.01261857,41,630.9285
"238",0,0.01261857,42,630.9285
"239",0,0.01261857,43,630.9285
"240",0,0.01261857,44,630.9285
"241",0,0.01261857,45,630.9285
"242",0,0.01261857,46,630.9285
"243",0,0.01261857,47,630.9285
"244",0,0.01261857,48,630.9285
"245",0,0.01261857,49,630.9285
"246",0,0.01261857,5,630.9285
"247",0,0.01261857,50,630.9285
"248",0,0.01261857,51,630.9285
"249",0,0.01261857,52,630.9285
"250",0,0.01261857,53,630.9285
"251",0,0.01261857,54,630.9285
"252",0,0.01261857,55,630.9285
"253",0,0.01261857,56,630.9285
"254",0,0.01261857,57,630.9285
"255",0,0.01261857,58,630.9285
