"","type","time","moi_res","moi_wt","pop_prop","moi_tot","delta_p","delta_moi","dist_col","moi_color"
"1","resistant",0,0.01,99.99,1e-04,100,0.000499567858689286,-99.9014960961708,0.998515393103018,"100"
"2","resistant",1,5.90597746914277e-05,0.0984448440545401,0.000599567858689286,0.0985039038292315,0.54933698292898,-0.0785015698042769,0.548551967230937,"0.0985"
"3","resistant",2,0.0110000145813864,0.00900231944356823,0.549936550787669,0.0200023340249546,0.448500998568004,2.18746668834162,0.47037566545142,"0.02"
"4","resistant",3,2.20401996097025,0.00344906139632865,0.998437549355673,2.20746902236658,0.00101142559766998,178.128261780612,1.78229404340379,"2.20747"
"5","resistant",4,180.236361298499,0.0993695044796951,0.999448974953343,180.335730802979,-9.39218090449945e-05,22.5367719125172,0.225273797316127,"180.33573"
"6","resistant",5,202.741660732761,0.130841982734858,0.999355053144298,202.872502715496,-9.36649069149809e-05,-0.0370470195750556,0.000464135102665537,"202.8725"
"7","resistant",6,202.685639042468,0.149816653452815,0.999261388237383,202.835455695921,0,0,0,"202.83546"
