"","type","time","moi_type","moi_res","moi_wt","init_wt","init_mut","c_pop","v_prog","p2pfu","wt_rep_abil","time_to_pocap","bg_mut_rate","uninf_cells","surv_pfu","tot_pfu","pop_prop","imm_delay","imm_m","imm_sd","id","seed","treatment"
"6814","susceptible",7.33333333333333,0.00435719724350963,1.27240062231489,0.00435719724350963,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,1457,44,"12893","0.00341270456837043",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6815","resistant",7.66666666666667,0.76023189178235,0.76023189178235,0.000891244890717878,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,2812,7677,"7686","0.998829039812646",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6816","susceptible",7.66666666666667,0.000891244890717878,0.76023189178235,0.000891244890717878,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,2812,9,"7686","0.00117096018735363",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6817","resistant",8,0.380066432286135,0.380066432286135,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,4769,3838,"3838","1",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6818","susceptible",8,0,0.380066432286135,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,4769,0,"3838","0",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6819","resistant",8.33333333333333,0.156661046346187,0.156661046346187,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,6932,1582,"1582","1",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6820","susceptible",8.33333333333333,0,0.156661046346187,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,6932,0,"1582","0",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6821","resistant",8.66666666666667,0.0479291696786059,0.0479291696786059,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,8597,484,"484","1",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6822","susceptible",8.66666666666667,0,0.0479291696786059,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,8597,0,"484","0",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6823","resistant",9,0.0126754828902098,0.0126754828902098,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,9621,128,"128","1",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
"6824","susceptible",9,0,0.0126754828902098,0,1,0,10098.2346083922,5890.53018340631,29.0045596980904,0.0465842377578656,"3",10000,9621,0,"128","0",9.29889379382767,-1.37736165630994,0.483187605893751,"81","162","Simulated 100x Less Stringent"
